text,other,economic.liberal,economic.conservative,campaignfinance.corruption.opengovernment,crime.police,criminaljusticereform,domestic.violence,drugabuse,environment.climatechange,guncontrol.conservative,guncontrol.liberal,healthcare.bipartisan,healthcare.conservative,healthcare.liberal,education.liberal,education.conservative,infrastructure.roads.transportation,king.veterans,lgbt.anti,lgbt.pro,marijuana.anti,marijuana.pro,prochoice.womenshealth,prolife,raceissues.liberal,gerrymandering.anti,voting.conservative,voting.liberal
"It looks like taxpayers are going to be on the hook for more expensive, unnecessary litigation.... ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hello Indiana, my old country home. Just passing through today.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanks to the credit union members that stopped by today! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @jjsherman84: So glad to have @Leahvukmir representing me in the senate!! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sponsoed by Rep. Travis Tranel



",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanks UW-Fond du Lac for hosting a voters forum today! It was a pleasure meeting students. Tune in to WBAY TV-2 tonight to learn more!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yet another new sign in the Viroqua area! Thanks for all of the support! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @nbc15_madison: The Latest: Wisconsin rally estimated in thousands

",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I'm proud to welcome and congratulate UW Health on their new location The American Center in the heart of the 48th Assembly District. 



It is clear from my visit today that patients and their loved ones are at the center of the design, culture and community that has been created in this state of the art facility.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Totes__Magotes I think you just need to find the Yachty in your life. We all do.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dairy Days of Summer ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Recently, Rep. Kathy Bernier (R-Lake Hallie) walked out of a regular meeting with Chippewa Falls, Altoona, and Eau Claire school districts after saying the meetings with school boards were ""worse than going to the dentist."" 



I compiled a list of the top ten things that are actually worse than going to the dentist. Number 6: watching your lakes, rivers, and streams drying up due to GOP policies.",,,,,,,,,1,,,,,,,,,,,,,,,,,,,
"I #StandWithPP because Planned Parenthood of Wisconsin provides 50,000 Wisconsin men and women with essential health care services like cervical and breast cancer screenings, STI testing, and family planning services. #PinkOut",,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Team Shilling is excited to cheer on #TeamUSA! Best of luck to all the athletes competing in the #RioOlympics <ed><U+00A0><U+00BC><ed><U+00BF><U+0086><ed><U+00A0><U+00BC><ed><U+00BF><U+0085> ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How sad that the University of Wisconsin System President has to weigh in on whether or not Ken Burns can replace professors. 



WISCONSIN NEEDS ITS IDEA BACK! 



",,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Join Citizen Action's webinar on WI's ever-changing voting regs. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remember when Walker said state employees don't need collective bargaining because they have civil service protections? Looks like he flip flopped and will now open the floodgates to cronyism and corruption.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Moving experience yesterday as my family &amp; I joined local vets in placing flags at the veterans' graves in WI Rapids ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well done Waupun High School! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Committee Hearing on Racine Unified School Board Fix...and more inside my weekly E-Update!  ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Outage? More like outrage! This is unacceptable. Republican legislators have put up so many hurdles to voting that when an unexpected technology hurdle comes along, it exacerbates an already existing problem of accessing your right to vote.



At a minimum, the state should expand early voting hours (don't forget Republican legislators passed laws to limit early voting!) to ensure anyone experiencing problems today can early vote before Tuesday.",,,,,,,,,,,,,,,,,,,,,,,,,,,,1
We need open records and meetings!,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
 @MaryCzaja: Congratulations to my good friend Deb Jordahl on Iron Lady award for her fearless conservative leadership. @RightWisconsin #…,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I testified before the Senate Committee on Workforce Development, Public Works and Military Benefits on my 2 ""Strikes"" UC bill.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
What the folks at BreyerFest wrote about my daughter Tiki last month on their blog...something that the fanatics... ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @SteveKellyIA: Great to be in Wisconsin with over 100 Midwest College Republicans for the weekend! #MidwestCR ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @patrickdmarley: .@RussFeingold talks 2016 rematch with @SenRonJohnson ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is Green! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Looks like the kids have just landed in Taipei! Honestly, when I have loved ones in the air or on snowy roads, I... ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I am deeply disappointed that Mayor Hagen does not recognize the deeply offensive nature of his false characterization of the religious faith of our President. Mayor Hagen has dishonorably played into people's fears and prejudices. I have no tolerance for this in public or private discourse. The image of Superior has been tarnished by his blatantly false representation of President Obama's faith. 



Mayor Hagen had the opportunity to put the interests of our community first by making this right. Unfortunately he chose not to apologize and he will forever be defined by this careless statement. Superior is a welcoming community that respects people of all faiths and ethnicities. This is the core of the fabric of our democracy, all people are created equal.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Special guest stopping by the @laxdems office tonight! Any guesses? Hint: He's been to Mordor and back. #HesWithHer ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @jessieopie: WI Dems ""underwhelmed"" by @GovWalker's vision for the state. #WISOTS ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @PolitiFact: When Clinton says she has 2.5 million more votes than Sanders, she's pretty close. ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"My Statement on the Passing of DHS Secretary Kitty Rhoades:



“Kitty will be greatly missed by all of us who had the pleasure of serving with her in Wisconsin state government.  I express my deepest condolences to her family, as well as her friends and her colleagues at the Department of Health Services.



“I am grateful for the opportunities I had to work with Kitty over the years.  I always respected her knowledge and admired her genuineness and depth of character. She was a dedicated public servant, and had a fierce commitment to advocating for the people she represented. She was a remarkable leader whose contributions to the state of Wisconsin will live on through the people and institutions grown and strengthened by her work.”",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @WheelerReports: Republicans plan to overhaul state's century-old civil service system. via @WiStateJournal ,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
New driver licenses are coming this fall. Multiple security features have been added to make Wisconsin driver licenses the gold standard for security in identification cards in the nation.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Today the Wisconsin State Assembly adjourned in honor of EMS Deputy Chief Paul Wolf of Allenton.



Paul dedicated nearly three decades to the fire department, 22 at the helm as EMS Deputy Chief.



The entire press release can be viewed here: ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
I will be introducing legislation to make first-offense drunk driving a misdemeanor.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
@DHSWI's decision to abandon the attempt to dismantle WI's long-term care system is a victory for our state! ,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
" @TraceeEllisRoss: Here we go! Join in the conversation! #blackish

<U+26A1><U+FE0F> “Black-ish takes on police brutality in tonight's episode ”



",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Know this guy?  Share and like! 



(Not the one on the right, the one on the left;) )



Campaign season begins today!  Nomination papers to get my name back on the ballot are being circulated.  If you have any desire to get some of your family and friends to sign, just let me know and I'll send a sheet with instructions.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Did a photo shoot outside the Capitol on Wednesday...here are some of the better shots.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WI Dems are proposing reforms to increase safety at the state’s prisons. ,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"Heading to the US Concealed Carry Exposition at Washington County Fairground tomorrow morning - I encourage anyone interested in CC to attend!



",,,,,,,,,,1,,,,,,,,,,,,,,,,,,
 @JJSJR5: Thanks .@sweak1 .@RepSpiros .@RepAmy31 .@RepKulp .@JoanBallweg .@RepShankland for inviting .@ABCofWisconsin 2 testify ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @HowardLFuller: A long way to go but very appreciative of the support of sponsors of the bill @RepSanfelippo @SenTaylor and others.  htt…,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @UWMadEducation: Thanks to everyone who makes @UWMadEducation such a special place! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Had a great time at the Fond du Lac Optimist car show.  Met a lot of great people getting a lot of great support ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @MadPolitics: Dem recusals continue ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please take a moment today to remember all those who have died in the service to our country so that we may live our lives in freedom and have a voice in our government.  We will never forget their sacrifice nor that of their families.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Please take a minute to read and share my column summarizing the 2015-16 legislative session.



Ordinary people tell me that they want their kids to get a high-quality education, they want to protect our lakes, and they want their communities to be safe and for small businesses to thrive. They want a chance to pursue the American Dream by working hard, playing by the rules and making a better future for the next generation.

 

Unfortunately, during the legislative session Republicans have been far more focused on rewarding their political friends than on addressing the issues ordinary Wisconsinites face.



",,,,1,,,,,,,,,,,,,,,,,,,,,,,,
 @gneumann_wkow: For most answers tonight - @russfeingold has laid out specific legislative plans - @RonJohnsonWI has talked about increa…,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Join us for a Campaign Kick-Off Event in Merrill on May 19th at the Badger Hotel in Merrill from 5:00 PM - 7:00 PM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
November is Career Development month in Wisconsin. Visit the Wisconsin Department of Workforce Development website for the most recent efforts to highlight career pathways and programs that help connect job seekers with in-demand occupations.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
@BradleyForWI you bet!  This was always one of my fav areas of the state to fly into and visit... blessings on the rest of the campaign!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In celebration of our local parks, I'm pleased to announce my upcoming office hours at Iverson Park in Stevens Point. 

 

Tuesday, July 26

2:00-4:00 p.m.

 

Iverson Park – Main Shelter

4201 Highway 66

Stevens Point, WI 54481",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grateful for the investment by Johnsonville Sausage, LLC chairman Ralph Stayer, and the Leadership of GB Packers president Mark Murphy in the announcement of even more area economic development today!!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
@terry_bowman of Union Conservatives testified in support for #W in Asm. committee. Here's a little of his story. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The biggest donors to the Wisconsin Republican Party pay nothing in state income taxes... Coincidence? I don't think so. And Walker said the only way to pay for our roads is to drastically cut public schools....OR, make everyone pay their fair share. #notrocketscience",,,,1,,,,,,,,,,,,,,,,,,,,,,,,
 @RepSanfelippo: Don't have an ID card to vote but would like help getting one? Please click here: ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milroy Sworn-In for Fourth Term in State Assembly



MADISON- Representative Nick Milroy (D-South Range) was sworn in today for the 2015-2016 legislative session at the State Capitol in Madison. Conducting the inaugural ceremony was Chief Justice Shirley Abrahamson, the first woman to serve on the Wisconsin Supreme Court and its first female Chief Justice. Milroy has represented the 73rd Assembly District since 2009. 



“I am honored that the people of the 73rd Assembly District have again entrusted me to represent them in the State Assembly, and I look forward to working with my fellow legislators on both sides of the aisle to craft legislation that will move Wisconsin forward,” said Milroy. “As always, helping working families, protecting Wisconsin’s natural areas, and strengthening our state’s economy are among my top priorities. I will continue to do all I can to ensure that the voices of the people of Northwestern Wisconsin are heard in Madison.”

 

Rep. Milroy is assigned to four committees for the 2015-2016 legislative session. He will serve as Democratic ranking member of the Assembly Committee on Natural Resources and Sporting Heritage and the Committee on Mining and Rural Development, and he has seats on the Committee on Environment and Forestry and the Committee on Veterans and Military Affairs. Milroy will also continue to serve on the Sporting Heritage Council, the Legislative Council on State-Tribal Relations, and the Council on Military and State Relations.



Representative Milroy encourages the citizens of the 73rd Assembly District to contact him with questions or concerns regarding any state issue via email at Rep.Milroy@legis.wisconsin.gov or by calling (608)-266-0640 or (888)-534-0073 (toll free using Wisconsin-based phones).",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @TheDemocrats: The US has been pummeled by gun violence since the assault weapons ban expired in 2004: ,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Welcome to my official Facebook page. Please invite your friends to like our page and check back for the most current information about what is going on in the State Capitol. Do not hesitate to contact our office for any reason at: Rep.Jarchow@legis.wi.gov -or- 608-267-2366.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
George and Suzy attended the Marquette County Fair yesterday. George spoke with voters on the fairgrounds and in the Marquette County Dems' booth. George had a serious discussion on the state of Wisconsin manufacturing with this gentlemen. Their chat ended on a much lighter note as they traded stories about a mutual acquaintance.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
@sbauerAP put. The. Twitter. Away.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Another photo of the Award, congrats again!

",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @repjocasta: Capitol Police have given the all clear and Rep. Peter Barca has directed us to return to the Capitol to get back... ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yesterday, Dems raised concerns over the state's bungled IT STAR program. ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @guypbenson: Simple, direct, strong close by Walker. #GOPdebate",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CWD continues to expand in WI but the DNR cuts the budget for testing in half.



",,,,,,,,,1,,,,,,,,,,,,,,,,,,,
